,author,content,description,label,publishedAt,source_id,source_name,title,url,urlToImage
962,https://www.facebook.com/DailyMail,"Thank you, Mr. Chairman, Senator Feinstein, and Members of the Committee. I thank Secretary Rice, Senator Portman, and Lisa Blatt for their generous introductions. They are patriots who represent the best of America. I am humbled by their confidence and proud… [+10947 chars]","Thank you, Mr. Chairman, Senator Feinstein, and Members of the Committee. I thank Secretary Rice, Senator Portman, and Lisa Blatt for their generous introductions. They are patriots who represent the best of America. I am humbled by their confidence and proud…",right,2018-09-04T22:01:12Z,daily-mail,Daily Mail,Brett Kavanaugh Opening Statement to Senate Judiciary Committee,http://www.dailymail.co.uk/news/fb-6132185/Brett-Kavanaugh-Opening-Statement-Senate-Judiciary-Committee.html,https://i.dailymail.co.uk/i/pix/m_logo_636x382px.png
963,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,"WASHINGTON (AP) - The civil rights record of Supreme Court nominee Brett Kavanaugh is coming under increased scrutiny by organizations opposed to his confirmation, but there is little in his voluminous records that shows exactly where he stands on issues like… [+1035 chars]",WASHINGTON (AP) - The civil rights record of Supreme Court nominee Brett Kavanaugh is coming under increased scrutiny by organizations opposed to his...,right,2018-08-31T04:34:13Z,daily-mail,Daily Mail,Kavanaugh opponents raise red flags on civil rights record,http://www.dailymail.co.uk/wires/ap/article-6117245/Kavanaugh-opponents-raise-red-flags-civil-rights-record.html,https://i.dailymail.co.uk/1s/2018/08/31/05/wire-4128602-1535690047-994_636x382.jpg
964,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,WASHINGTON (AP) - Keep the government running and confirm Brett Kavanaugh as the next Supreme Court justice. Those are the big-ticket items that Republican leaders in Congress hope to accomplish as lawmakers look to wrap up their work and head home to campaig… [+6547 chars],WASHINGTON (AP) - Keep the government running and confirm Brett Kavanaugh as the next Supreme Court justice. Those are the big-ticket items that Republican...,right,2018-09-02T11:44:24Z,daily-mail,Daily Mail,"Challenge for Congress: Consider Kavanaugh, keep lights on",http://www.dailymail.co.uk/wires/ap/article-6123765/Challenge-Congress-Consider-Kavanaugh-lights-on.html,https://i.dailymail.co.uk/1s/2018/09/02/12/wire-4151420-1535888652-369_636x382.jpg
965,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,WASHINGTON (AP) - Supreme Court nominee Brett Kavanaugh isn't the only one engaging in practice sessions ahead of next week's grueling confirmation hearing before the Senate Judiciary Committee. Senators from both parties also are prepping for the four-day ma… [+863 chars],WASHINGTON (AP) - Supreme Court nominee Brett Kavanaugh isn't the only one engaging in practice sessions ahead of next week's grueling confirmation hearing...,right,2018-09-01T04:04:24Z,daily-mail,Daily Mail,Both sides prepare for marathon confirmation hearing,http://www.dailymail.co.uk/wires/ap/article-6120933/Both-sides-prepare-marathon-confirmation-hearing.html,https://i.dailymail.co.uk/1s/2018/09/01/05/wire-4138954-1535774660-379_636x382.jpg
966,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,WASHINGTON (AP) - Keep the government running and confirm Brett Kavanaugh as the next Supreme Court justice. Those are the big-ticket items that Republican leaders in Congress hope to accomplish as lawmakers look to wrap up their work and head home to campaig… [+6671 chars],WASHINGTON (AP) - Keep the government running and confirm Brett Kavanaugh as the next Supreme Court justice. Those are the big-ticket items that Republican...,right,2018-09-03T04:34:29Z,daily-mail,Daily Mail,"Congress must consider Kavanaugh nomination, pay the bills",http://www.dailymail.co.uk/wires/ap/article-6125515/Congress-consider-Kavanaugh-nomination-pay-bills.html,https://i.dailymail.co.uk/1s/2018/09/03/05/wire-4157310-1535949259-244_636x382.jpg
967,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,WASHINGTON (AP) - Senate Democrats looking to win the battle of public opinion over Supreme Court nominee Brett Kavanaugh are essentially accusing Republicans of concealing evidence to ensure his confirmation before the midterm election. The strategy was fron… [+4826 chars],WASHINGTON (AP) - Senate Democrats looking to win the battle of public opinion over Supreme Court nominee Brett Kavanaugh are essentially accusing...,right,2018-09-04T22:20:30Z,daily-mail,Daily Mail,Q&A: The Senate's feud over Kavanaugh records,http://www.dailymail.co.uk/wires/ap/article-6132219/Q-A-The-Senates-feud-Kavanaugh-records.html,https://i.dailymail.co.uk/1s/2018/09/04/23/wire-4175838-1536099612-504_636x382.jpg
968,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,"WASHINGTON (AP) - Does Brett Kavanaugh belong on the Supreme Court? It's a question that may be consuming Washington, but one that elicits a shrug from many Americans. And there's also no nationwide consensus on whether the Senate should vote on his nominatio… [+4933 chars]","WASHINGTON (AP) - Does Brett Kavanaugh belong on the Supreme Court? It's a question that may be consuming Washington, but one that elicits a shrug from many...",right,2018-08-29T12:04:08Z,daily-mail,Daily Mail,AP-NORC Poll: Many indifferent to Kavanaugh nomination,http://www.dailymail.co.uk/wires/ap/article-6110159/AP-NORC-Poll-Many-indifferent-Kavanaugh-nomination.html,https://i.dailymail.co.uk/1s/2018/08/29/13/wire-4108130-1535544243-40_636x382.jpg
969,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Afp,"In this file photo, Supreme Court nominee Brett Kavanaugh is seen arriving on Capitol Hill for an introductory meeting with a senator ahead of his confirmation hearings, set to begin September 4 President Donald Trump's newest Supreme Court nominee Brett Kava… [+5248 chars]",President Donald Trump's newest Supreme Court nominee Brett Kavanaugh is expected to face punishing questioning from Democrats this week over his endorsement...,right,2018-09-03T14:52:47Z,daily-mail,Daily Mail,Trump Supreme Court pick faces tough hearings in Congress,http://www.dailymail.co.uk/wires/afp/article-6127139/Trump-Supreme-Court-pick-faces-tough-hearings-Congress.html,https://i.dailymail.co.uk/1s/2018/09/03/15/wire-4162174-1535986363-577_636x382.jpg
970,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,"WASHINGTON (AP) - In her questioning of Supreme Court nominee Brett Kavanaugh on Wednesday, a Democratic senator vastly overstated the number of women believed to have died from illegal abortions in the two decades before the procedure was affirmed as a const… [+1529 chars]","WASHINGTON (AP) - In her questioning of Supreme Court nominee Brett Kavanaugh on Wednesday, a Democratic senator vastly overstated the number of women...",right,2018-09-05T20:41:47Z,daily-mail,Daily Mail,AP FACT CHECK: Democratic senator misstates abortion...,http://www.dailymail.co.uk/wires/ap/article-6136363/AP-FACT-CHECK-Democratic-senator-misstates-abortion-deaths.html,https://i.dailymail.co.uk/1s/2018/09/05/21/wire-4187814-1536180101-156_636x382.jpg
971,https://www.facebook.com/DailyMail,The 'handmaids' were lined up in the hall again Wednesday in a Senate office building as Judge Brett Kavanaugh faced his first day of aggressive political ping-pong with lawmakers who will determine whether he takes a seat on the Supreme Court. Following the … [+4733 chars],The 'handmaids' were lined up in the hall again Wednesday in a Senate office building and protesters at the second day of Brett Kavanaugh's hearing didn't hold back.,right,2018-09-05T14:33:45Z,daily-mail,Daily Mail,'You're Trump's puppet!' Protesters erupt during second day of Supreme Court confirmation hearing,http://www.dailymail.co.uk/news/article-6134817/Youre-Trumps-puppet-Protesters-erupt-second-day-Supreme-Court-confirmation-hearing.html,https://i.dailymail.co.uk/i/newpix/2018/09/05/15/4FBC630400000578-0-image-a-12_1536157468229.jpg
972,https://www.facebook.com/DailyMail,"Watergate figure John Dean told senators at the Brett Kavanaugh confirmation hearings Friday that President Donald Trump 's is 'unchecked' by other branches and could 'shoot someone' without facing prosecution. Dean, whose testimony helped bring down Presiden… [+2880 chars]",Watergate figure John Dean told senators at the Brett Kavanaugh confirmation hearings that President Trump's is 'unchecked' by other branches of government.,right,2018-09-07T22:23:09Z,daily-mail,Daily Mail,John Dean says Kavanaugh view is a president who 'shot someone in cold blood' can't be prosecuted,http://www.dailymail.co.uk/news/article-6144781/John-Dean-says-Kavanaugh-view-president-shot-cold-blood-prosecuted.html,https://i.dailymail.co.uk/i/newpix/2018/09/07/22/4FDB1DB500000578-0-image-a-26_1536357423127.jpg
973,https://www.facebook.com/DailyMail,John Bash laid the hammer down on eagle-eyed liberals Tuesday after they accused his wife of making a white supremacist hand gesture during the hearing for Supreme Court nominee Brett Kavanaugh. The US attorney said on social media neither he nor his Mexican-… [+3161 chars],John Bash laid the hammer down on eagle-eyed liberals Tuesday after they accused his wife of making a white supremacist hand gesture at Brett Kavanaugh's hearing.,right,2018-09-05T02:33:15Z,daily-mail,Daily Mail,John Bash defends Mexican-Jewish wife accused of white supremacy,http://www.dailymail.co.uk/news/article-6132659/John-Bash-defends-Mexican-Jewish-wife-accused-white-supremacy.html,https://i.dailymail.co.uk/i/newpix/2018/09/05/03/4FB6237C00000578-0-image-a-64_1536114333672.jpg
974,https://www.facebook.com/DailyMail,"Protestors are drowning out senators at the start of Brett Kavanaugh's confirmation hearing on Tuesday with shouts against President Donald Trump 's Supreme Court nominee filling the room. One by one, the protestors took turns shouting and being removed by U.… [+1920 chars]","Protestors, some wearing costumes from The Handmaiden's Tale, are drowning out senators at the start of Brett Kavanaugh's confirmation hearing on Tuesday.",right,2018-09-04T14:08:40Z,daily-mail,Daily Mail,Supreme Court nominee Kavanaugh hearing is hit by protest after protest,http://www.dailymail.co.uk/news/article-6130537/Supreme-Court-nominee-Kavanaugh-hearing-hit-protest-protest.html,https://i.dailymail.co.uk/i/newpix/2018/09/04/14/4FB067ED00000578-0-image-a-7_1536069409548.jpg
975,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,"WASHINGTON (AP) - The Latest on Supreme Court nominee Brett Kavanaugh (all times local): 12:10 p.m. Supreme Court nominee Brett Kavanaugh is denying a sexual misconduct allegation from when he was in high school. Sen. Amy Klobuchar, D-Minn., holds up her hand… [+3080 chars]",WASHINGTON (AP) - The Latest on Supreme Court nominee Brett Kavanaugh (all times local):12:10 p.m.Supreme Court nominee Brett Kavanaugh is denying a sexual...,right,2018-09-14T16:20:05Z,daily-mail,Daily Mail,The Latest: Kavanaugh denies sexual misconduct allegation,https://www.dailymail.co.uk/wires/ap/article-6168941/The-Latest-Kavanaugh-denies-sexual-misconduct-allegation.html,https://i.dailymail.co.uk/1/2018/09/14/17/wire-4295680-1536941993-144_636x382.jpg
976,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Reuters,"By Amanda Becker WASHINGTON, Sept 7 (Reuters) - U.S. Supreme Court nominee Brett Kavanaugh's confirmation hearing in the Senate this week was frequently disrupted as protesters were removed from the hearing room by police, with more than 200 people arrested. … [+3671 chars]","By Amanda BeckerWASHINGTON, Sept 7 (Reuters) - U.S. Supreme Court nominee  Brett Kavanaugh's confirmation hearing in the Senate this week  was frequently...",right,2018-09-07T20:19:34Z,daily-mail,Daily Mail,Hundreds arrested in multi-day protests of U.S. Supreme...,http://www.dailymail.co.uk/wires/reuters/article-6144529/Hundreds-arrested-multi-day-protests-U-S-Supreme-Court-nominee.html,https://i.dailymail.co.uk/i/pix/m_logo_636x382px.png
977,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,WASHINGTON (AP) - The Latest on Supreme Court nominee Brett Kavanaugh (all times local): 10:10 p.m. Supreme Court nominee Brett Kavanaugh says he would have shaken the hand of a man whose daughter was killed in a Florida high school shooting if he had known w… [+2256 chars],WASHINGTON (AP) - The Latest on Supreme Court nominee Brett Kavanaugh (all times local):10:10 p.m.Supreme Court nominee Brett Kavanaugh says he would have...,right,2018-09-13T02:29:46Z,daily-mail,Daily Mail,The Latest: Kavanaugh explains turning away from handshake,https://www.dailymail.co.uk/wires/ap/article-6162155/The-Latest-Kavanaugh-explains-turning-away-handshake.html,https://i.dailymail.co.uk/1/2018/09/13/03/wire-4271168-1536805780-870_636x382.jpg
978,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Press+Association,"A Senate committee is beginning hearings for President Donald Trump’s second nominee to the Supreme Court. Judge Brett Kavanaugh, 53, has served for the past 12 years on the appeals court in Washington, DC, which is considered the second most important court … [+2215 chars]","As a young lawyer, Mr Kavanaugh worked for Justice Anthony Kennedy, the man he would replace on the high court.",right,2018-09-04T06:29:12Z,daily-mail,Daily Mail,Senate hearings to get under way for Trump´s Supreme...,http://www.dailymail.co.uk/wires/pa/article-6129109/Senate-hearings-way-Trump-s-Supreme-Court-choice.html,https://i.dailymail.co.uk/1s/2018/09/04/07/wire-4167812-1536042547-64_636x382.jpg
979,https://www.facebook.com/DailyMail,Actress Piper Perabo says she was among a string of women who got arrested at the raucous first day of Judge Brett Kavanaugh's Senate confirmation hearing Tuesday. The 'Coyote Ugly' star posted video of herself being escorted out of the hearing room by Capito… [+1968 chars],Actress Piper Perabo says she was among a string of women who got arrested at the raucous first day of Judge Brett Kavanaugh's Senate confirmation hearing Tuesday.,right,2018-09-04T21:42:06Z,daily-mail,Daily Mail,Coyote Ugly star Piper Perabo is arrested at Supreme Court confirmation hearing for Kavanaugh,http://www.dailymail.co.uk/news/article-6132051/Coyote-Ugly-star-Piper-Perabo-arrested-Supreme-Court-confirmation-hearing-Kavanaugh.html,https://i.dailymail.co.uk/i/newpix/2018/09/04/22/4FB56A4500000578-0-image-a-11_1536096951063.jpg
980,https://www.facebook.com/DailyMail,"Supreme Court nominee Brett Kavanaugh (above in 2006) tried to cap payouts to 9/11 victims and their families at $500,000, records have revealed Supreme Court nominee Brett Kavanaugh tried to cap payouts to 9/11 victims and their families at $500,000, newly o… [+3952 chars]",Kavanaugh served as associate White House Counsel during the time that Congress was debating the parameters of the Victims Compensation Fund following the 2001 terror attacks.,right,2018-08-30T15:16:53Z,daily-mail,Daily Mail,Supreme Court nominee Brett Kavanaugh proposed a $500K cap on payouts to 9/11 victims,http://www.dailymail.co.uk/news/article-6114663/Supreme-Court-nominee-Brett-Kavanaugh-proposed-500K-cap-payouts-9-11-victims.html,https://i.dailymail.co.uk/i/newpix/2018/08/30/16/4F88EAAC00000578-0-image-a-20_1535642206694.jpg
981,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Reuters,"WASHINGTON, Aug 29 (Reuters) - President Donald Trump on Wednesday said White House Counsel Don McGahn will leave his post in the fall, after shepherding the nomination of Brett Kavanaugh to the Supreme Court. ""White House Counsel Don McGahn will be leaving h… [+341 chars]","WASHINGTON, Aug 29 (Reuters) - President Donald Trump on  Wednesday said White House Counsel Don McGahn will leave his  post in the fall, after shepherding...",right,2018-08-29T14:44:29Z,daily-mail,Daily Mail,White House Counsel McGahn to leave post in the fall...,http://www.dailymail.co.uk/wires/reuters/article-6110729/White-House-Counsel-McGahn-leave-post-fall-Trump.html,https://i.dailymail.co.uk/i/pix/m_logo_636x382px.png
982,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Press+Association,President Donald Trump’s nomination of Brett Kavanaugh to the US Supreme Court has been thrust into turmoil after the woman accusing him of high school-era sexual misconduct told her story publicly for the first time. Democrats immediately called for a delay … [+4104 chars],"Mr Kavanaugh, who was nominated for the Supreme Court vacancy by President Donald Trump, has denied the allegations.",right,2018-09-17T01:39:43Z,daily-mail,Daily Mail,Woman accusing Brett Kavanaugh of sexual misconduct...,https://www.dailymail.co.uk/wires/pa/article-6174731/Woman-accusing-Brett-Kavanaugh-sexual-misconduct-comes-forward.html,https://i.dailymail.co.uk/1/2018/09/17/02/wire-4326316-1537148372-220_636x382.jpg
983,https://www.facebook.com/DailyMail,"Supreme Court nominee Brett Kavanaugh parried a question on Wednesday about whether Donald Trump has the legal power to issue himself a presidential pardon, but insisted that the occupant of the Oval Office is not exempt from federal laws. During the second d… [+11863 chars]","Trump said in June that he has 'the absolute right to pardon myself, but why would I do that when I have done nothing wrong?' He said Wednesday that Democrats 'should embrace' Kavanaugh",right,2018-09-05T18:18:10Z,daily-mail,Daily Mail,"Kavanaugh stresses independence, won't discuss WH...",http://www.dailymail.co.uk/news/article-6135537/Kavanaugh-stresses-independence-wont-discuss-WH-subpoenas.html,https://i.dailymail.co.uk/1s/2018/09/05/17/wire-4185382-1536166172-975_636x382.jpg
984,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,WASHINGTON (AP) - The Senate Judiciary Committee has added former Solicitor General Theodore Olson and former White House counsel John Dean to the list of witnesses who will testify next week in the confirmation hearings for Brett Kavanaugh to serve on the Su… [+1017 chars],WASHINGTON (AP) - The Senate Judiciary Committee has added former Solicitor General Theodore Olson and former White House counsel John Dean to the list of...,right,2018-08-30T22:30:53Z,daily-mail,Daily Mail,John Dean of Nixon fame to testify at Kavanaugh hearing,http://www.dailymail.co.uk/wires/ap/article-6116393/John-Dean-Nixon-fame-testify-Kavanaugh-hearing.html,https://i.dailymail.co.uk/1s/2018/08/30/23/wire-4125790-1535668491-772_636x382.jpg
985,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,"Hearing sets up dramatic showdown between Kavanaugh, accuser WASHINGTON (AP) - Republicans on Monday abruptly called Brett Kavanaugh and the woman accusing him of sexual assault decades ago to testify publicly next week, grudgingly setting up a dramatic showd… [+14012 chars]","Hearing sets up dramatic showdown between Kavanaugh, accuserWASHINGTON (AP) - Republicans on Monday abruptly called Brett Kavanaugh and the woman accusing...",right,2018-09-18T04:15:07Z,daily-mail,Daily Mail,AP News in Brief at 12:09 a.m. EDT,https://www.dailymail.co.uk/wires/ap/article-6179113/AP-News-Brief-12-09-m-EDT.html,https://i.dailymail.co.uk/i/pix/m_logo_636x382px.png
986,https://www.facebook.com/DailyMail,Supreme Court nominee Brett Kavanaugh will declare himself a neutral 'umpire' and insist he's more bound to the law than to a political persuasion on Tuesday as a contentious week of Senate Judiciary Committee confirmation hearings get underway. In excerpts f… [+2270 chars],"Kavanaugh notes in his opening statement that he serves on the D.C. Circuit Court of Appeals, 'now led by our superb chief judge, Merrick Garland' — the Obama pick whom Republicans stymied.",right,2018-09-04T12:35:53Z,daily-mail,Daily Mail,Brett Kavanaugh calls himself impartial 'umpire' as he makes case for a seat on the Supreme Court,http://www.dailymail.co.uk/news/article-6130153/Brett-Kavanaugh-calls-impartial-umpire-makes-case-seat-Supreme-Court.html,https://i.dailymail.co.uk/i/newpix/2018/09/04/13/4FAFF1AC00000578-0-image-a-19_1536064394283.jpg
987,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Press+Association,"US Supreme Court nominee Brett Kavanaugh has denied an allegation of sexual misconduct from when he was in high school. In a statement released by the White House, Mr Kavanaugh said: “I categorically and unequivocally deny this allegation. I did not do this b… [+3624 chars]",Senate Republicans insist Mr Kavanaugh´s confirmation remains on track.,right,2018-09-14T22:14:43Z,daily-mail,Daily Mail,US Supreme Court nominee Brett Kavanaugh denies sexual...,https://www.dailymail.co.uk/wires/pa/article-6169933/US-Supreme-Court-nominee-Brett-Kavanaugh-denies-sexual-misconduct-allegation.html,https://i.dailymail.co.uk/1/2018/09/14/23/wire-4300056-1536963273-468_636x382.jpg
988,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,"WASHINGTON (AP) - The Latest on White House counsel Don McGahn (all times local): 3:15 p.m. President Donald Trump is praising White House counsel Don McGahn, who will be leaving his job this fall. White House counsel Don McGahn, follows Supreme Court nominee… [+2698 chars]","WASHINGTON (AP) - The Latest on White House counsel Don McGahn (all times local):3:15 p.m.President Donald Trump is praising White House counsel Don McGahn,...",right,2018-08-29T19:31:11Z,daily-mail,Daily Mail,The Latest: Trump calls departing McGahn a 'really good...,http://www.dailymail.co.uk/wires/ap/article-6111727/The-Latest-Trump-calls-departing-McGahn-really-good-guy.html,https://i.dailymail.co.uk/1s/2018/08/29/20/wire-4111760-1535571300-356_636x382.jpg
989,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Press+Association,"President Donald Trump has tweeted that his White House counsel, Don McGahn, will be departing in the autumn after the Senate confirmation vote for Judge Brett Kavanaugh to serve on the Supreme Court. The president praised his top White House lawyer, saying h… [+1000 chars]",Mr McGahn has played a major role in President Trump´s overhaul of the federal judiciary with conservative judges.,right,2018-08-29T15:04:10Z,daily-mail,Daily Mail,"Top White House lawyer Don McGahn to depart, Trump says",http://www.dailymail.co.uk/wires/pa/article-6110819/Top-White-House-lawyer-Don-McGahn-depart-Trump-says.html,https://i.dailymail.co.uk/1s/2018/08/29/16/wire-4109328-1535555042-973_636x382.jpg
990,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,"DES MOINES, Iowa (AP) - Democratic presidential prospect Cory Booker is planning to headline a state Democratic banquet in Iowa next month, raising the New Jersey senator's profile on the heels of his spotlight role in Supreme Court confirmation hearings. A s… [+855 chars]","DES MOINES, Iowa (AP) - Democratic presidential prospect Cory Booker is planning to headline a state Democratic banquet in Iowa next month, raising the New...",right,2018-09-08T20:14:33Z,daily-mail,Daily Mail,Booker to headline Iowa Democratic banquet in October,http://www.dailymail.co.uk/wires/ap/article-6146757/Booker-headline-Iowa-Democratic-banquet-October.html,https://i.dailymail.co.uk/1s/2018/09/08/21/wire-4220428-1536438020-515_636x382.jpg
991,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Press+Association,Republicans have laid plans for a Senate committee hearing at which US Supreme Court pick Brett Kavanaugh and the woman alleging he sexually assaulted her decades ago will testify publicly. Senate Judiciary Committee chairman Chuck Grassley said his panel wou… [+4586 chars],The panel will hold hearing next Monday with both Mr Kavanaugh and Christine Blasey Ford.,right,2018-09-18T01:09:40Z,daily-mail,Daily Mail,Senate hearing planned for Brett Kavanaugh and accuser,https://www.dailymail.co.uk/wires/pa/article-6178713/Senate-hearing-planned-Brett-Kavanaugh-accuser.html,https://i.dailymail.co.uk/1/2018/09/18/02/wire-4351244-1537232972-285_636x382.jpg
992,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Press+Association,Quarrelling and confusion have marked the Senate hearing for controversial US Supreme Court nominee Brett Kavanaugh. Politically charged arguments about White House documents and confirmation rules got as much attention as the role the conservative judge will… [+5387 chars],The strong opposition to President Donald Trump´s nominee reflects the political stakes just two months before congressional elections in the US.,right,2018-09-04T20:14:28Z,daily-mail,Daily Mail,Protesters interrupt Senate hearing for controversial...,http://www.dailymail.co.uk/wires/pa/article-6131847/Protesters-interrupt-Senate-hearing-controversial-Supreme-Court-nominee.html,https://i.dailymail.co.uk/1s/2018/09/04/21/wire-4174508-1536092051-426_636x382.jpg
993,http://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,"WASHINGTON (AP) - With Republicans hoping to move the Supreme Court to the right for years to come, a Senate committee is beginning hearings for President Donald Trump's second nominee to the court. Judge Brett Kavanaugh, 53, has served for the past 12 years … [+4460 chars]","WASHINGTON (AP) - With Republicans hoping to move the Supreme Court to the right for years to come, a Senate committee is beginning hearings for President...",right,2018-09-04T04:44:36Z,daily-mail,Daily Mail,Senate hearings to get underway on Trump Supreme Court...,http://www.dailymail.co.uk/wires/ap/article-6128919/Senate-hearings-underway-Trump-Supreme-Court-pick.html,https://i.dailymail.co.uk/1s/2018/09/04/05/wire-4167344-1536036575-510_636x382.jpg
994,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Press+Association,"Judge Brett Kavanaugh has said he will not be intimidated into withdrawing his nomination for the US Supreme Court after allegations of sexual misconduct. Mr Kavanaugh, nominated by President Donald Trump, and his first accuser, Christine Blasey Ford, will gi… [+2976 chars]","Brett Kavanaugh described historical allegations of sexual misconduct as `smears, pure and simple´.",right,2018-09-24T18:33:30Z,daily-mail,Daily Mail,Donald Trump´s Supreme Court nominee hits out at...,https://www.dailymail.co.uk/wires/pa/article-6202983/Donald-Trump-s-Supreme-Court-nominee-hits-character-assassination.html,https://i.dailymail.co.uk/1/2018/09/24/19/wire-4521776-1537813994-642_636x382.jpg
995,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Press+Association,A second allegation of sexual misconduct has emerged against US Supreme Court nominee Judge Brett Kavanaugh. The new accusation came just hours after negotiators had reached an agreement to hold an extraordinary public hearing on Thursday for Mr Kavanaugh and… [+4356 chars],"The second claim dates to the 1983-84 academic year, which was Mr Kavanaugh´s first at Yale University.",right,2018-09-24T10:14:50Z,daily-mail,Daily Mail,US Supreme Court nominee Brett Kavanaugh faces fresh...,https://www.dailymail.co.uk/wires/pa/article-6201211/US-Supreme-Court-nominee-Brett-Kavanaugh-faces-fresh-allegation.html,https://i.dailymail.co.uk/1/2018/09/24/11/wire-4511498-1537784083-603_636x382.jpg
996,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Press+Association,President Donald Trump has said he feels “terribly” for Supreme Court nominee Brett Kavanaugh as he faces a decades-old accusation of sexual assault. Mr Trump said the judge “is not a man that deserves this”. Mr Trump spoke on Tuesday at a joint press confere… [+1353 chars],Brett Kavanaugh has faced a claim that he committed a sexual assault while at high school.,right,2018-09-18T19:59:56Z,daily-mail,Daily Mail,Donald Trump says he feels `terribly´ for Supreme Court...,https://www.dailymail.co.uk/wires/pa/article-6182213/Donald-Trump-says-feels-terribly-Supreme-Court-nominee.html,https://i.dailymail.co.uk/1/2018/09/18/20/wire-4375218-1537300783-705_636x382.jpg
997,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Press+Association,"A Republican on the US Senate Judiciary Committee, Lindsey Graham, has said he is willing to hear from the woman accusing Supreme Court nominee Brett Kavanaugh of sexual misconduct while in high school. The woman, Christine Blasey Ford, discussed her accusati… [+707 chars]",Brett Kavanaugh is subject to confirmation after being nominated for the role by President Donald Trump.,right,2018-09-16T22:49:36Z,daily-mail,Daily Mail,Committee member willing to hear from woman accusing...,https://www.dailymail.co.uk/wires/pa/article-6174417/Committee-member-willing-hear-woman-accusing-Supreme-Court-nominee-misconduct.html,https://i.dailymail.co.uk/1/2018/09/16/23/wire-4325158-1537138172-704_636x382.jpg
998,By MARK SHERMAN and LISA MASCARO,"WASHINGTON (AP) — Supreme Court nominee Brett Kavanaugh touted the importance of an independent judiciary as his confirmation hearings began with strident Democratic criticism that he would be President Donald Trump's man on the high court. On Wednesday, Kava… [+4609 chars]","DAY 2... (Second column, 8th story, link ) Related stories: CHAOS AT KAVANAUGH... KAMALA HARRIS GRABS SPOTLIGHT... Elizabeth Warren Encourages Protesters... Advertise here",center,2018-09-05T11:34:38Z,associated-press,Associated Press,DAY 2...,https://www.apnews.com/100eb6907ece4f02a53b6ccfcda99649,https://storage.googleapis.com/afs-prod/media/media:0b85e6977e8b45ba810afaae82eedc20/800.jpeg
999,,,Woman accusing Kavanaugh of sexual misconduct comes forward WASHINGTON (AP) — President Donald Trump's nomination of Brett Kavanaugh to the Supreme Court was thrust into turmoil Sunday after the woman accusing him of high school-era sexual misconduct told her…,center,2018-09-16T20:00:04Z,associated-press,Associated Press,'I thought he might inadvertently kill me'...,https://apnews.com/e2c35c0fb46f4464bcda77441caf1f7b/Woman-accusing-Kavanaugh-of-sexual-misconduct-comes-forward,
1000,,WASHINGTON (AP) — The Latest on the Senate hearings on Supreme Court nominee Brett Kavanaugh (all times local): 6:45 a.m. President Donald Trump's Supreme Court nominee says a good judge must be like a neutral and impartial umpire. Brett Kavanaugh says in rem… [+1534 chars],WASHINGTON (AP) — The Latest on the Senate hearings on Supreme Court nominee Brett Kavanaugh (all times local):,center,2018-09-04T10:53:03Z,associated-press,Associated Press,The Latest: Kavanaugh says he's 'pro-law' judge,https://apnews.com/e7fc85061c8c453b81c198f69f0d7942,https://bloximages.newyork1.vip.townnews.com/richmond.com/content/tncms/assets/v3/editorial/6/d9/6d92794b-a72f-5372-9f9a-0ea509bb2c0a/5b8d4d01263cc.image.jpg?resize=926%2C630
